feature_selection;transformer;scaler;classifier;acc;f1;auc;acc-std;f1-std;auc-std
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_SingleStrategy();MaxAbsScaler();KNeighborsClassifier(n_neighbors=10);0.7645570315744563;0.8424156776740436;0.7814174867289931;0.0036105335020342835;0.0028811151733301155;0.009310550161905417
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_SingleStrategy();MaxAbsScaler();LGBMClassifier();0.7925028155927449;0.8581391680329082;0.8329591512688884;0.005072223338138334;0.005343838143080439;0.004329254427954163
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_SingleStrategy();MaxAbsScaler();DNN;0.7660224744694751;0.8303180264934668;0.8276640757159683;0.019635144480294808;0.01852570950201504;0.0074557212514961505
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max2Strategy();MaxAbsScaler();RandomForestClassifier(max_depth=10);0.7933027264369422;0.8617348700887447;0.8304255870790864;0.00808693814972894;0.004972295296003198;0.010911627454175761
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max2Strategy();MaxAbsScaler();LogisticRegression(max_iter=500);0.7768962569466674;0.8464188011184872;0.8167667972741933;0.00815891726958928;0.01017011217530316;0.011829139995837875
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max2Strategy();MaxAbsScaler();KNeighborsClassifier(n_neighbors=10);0.7587546527072289;0.839850738580104;0.768266167789918;0.004665440234080822;0.004126840995043397;0.009500347065161296
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max2Strategy();MaxAbsScaler();LGBMClassifier();0.7932367048744956;0.8584039574350475;0.8286842722852015;0.003555051951056402;0.0033526860229367403;0.007088654116727283
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max2Strategy();MaxAbsScaler();DNN;0.7679578761076907;0.8319265511687236;0.8252511001566407;0.010058281301377892;0.013074613673418957;0.011471982242702815
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max50Strategy();MaxAbsScaler();RandomForestClassifier(max_depth=10);0.7792954556121776;0.8521724057402462;0.8155978746071039;0.015839274072433625;0.016781252408174994;0.012667064831901546
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max50Strategy();MaxAbsScaler();LogisticRegression(max_iter=500);0.763822074558542;0.8321521587830605;0.8073425093876931;0.011537535593050454;0.011507395287782824;0.012313239531644569
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max50Strategy();MaxAbsScaler();KNeighborsClassifier(n_neighbors=10);0.771960388842089;0.8456640180474899;0.7924543444488927;0.009858308866070144;0.008610802413412062;0.013933881146492327
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max50Strategy();MaxAbsScaler();LGBMClassifier();0.7851658357989465;0.8500906776306344;0.8183675089689674;0.013567102784965583;0.01416068441666361;0.010935682675176897
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');TFEmbeddingWrapper_Max50Strategy();MaxAbsScaler();DNN;0.7560197628695889;0.819787854693157;0.8148093842780801;0.013992715173574454;0.015246347983621698;0.011490633959848555
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');MeanTargetEncoder(alpha=5);MaxAbsScaler();RandomForestClassifier(max_depth=10);0.7688917431004909;0.8527163115773337;0.8225788919763183;0.008240493875993132;0.005752926951334842;0.01020328727974259
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');MeanTargetEncoder(alpha=5);MaxAbsScaler();LogisticRegression(max_iter=500);0.7628892308109819;0.8488273189010632;0.8034025038938495;0.008297986901556085;0.006527101884619565;0.009248995646735123
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');MeanTargetEncoder(alpha=5);MaxAbsScaler();KNeighborsClassifier(n_neighbors=10);0.7622221194033768;0.8455955010861504;0.7570232867544553;0.007417663180679406;0.005205701254876366;0.010578465967621522
FeatureSelection(categoricals=['type', 'breed1', 'breed2', 'gender', 'color1', 'color2', 'color3', 'maturitysize', 'furlength', 'vaccinated', 'dewormed', 'sterilized', 'health', 'quantity', 'state', 'rescuerid', 'has_name'], numericals=['photoamt', 'videoamt', 'fee', 'age'], target='target');MeanTargetEncoder(alpha=5);MaxAbsScaler();LGBMClassifier();0.7836319689396132;0.8591215513465631;0.8094757613925532;0.00673307417263087;0.005399614280030078;0.010420889920507605
